Origin,Destination,Aircraft_Type,Distance_km,Passengers,Cargo_Load_pct,Weather_Severity,Wind_kts,Cruise_Temperature_C,Flight_Duration_hr,Fuel_Burn_L,Efficiency_Rating
AMS,BCN,Airbus A220-300,1241.3,122,71.3,Moderate,-23.0,-57.2,1.5,4689.7,9.04
JFK,LHR,Boeing 787-9,5540.0,212,79.8,Severe,35.4,-59.0,6.14,21925.7,9.51
DFW,SEA,Airbus A330-300,2667.8,230,25.3,Mild,-0.9,-40.9,3.06,8488.5,9.7
MAD,LHR,Airbus A330-900,1243.2,187,10.8,Severe,35.6,-46.6,1.41,6061.3,9.22
BCN,LHR,Boeing 787-10,1147.6,270,58.0,Mild,-9.4,-54.7,1.27,5014.0,9.61
LAX,ATL,Boeing 777-200ER,3125.8,247,76.0,Mild,6.3,-52.6,3.5,10662.9,9.7
LHR,DXB,Airbus A350-1000,5497.4,309,14.8,Mild,-2.5,-51.3,6.09,15627.3,9.88
SIN,SYD,Boeing 787-10,6293.2,199,36.2,Moderate,-34.3,-53.3,6.97,17577.8,9.69
LHR,CDG,Airbus A320neo,347.0,100,50.5,Mild,4.1,-46.9,0.42,2444.5,7.51
BCN,JFK,Boeing 787-10,6150.4,214,50.5,Mild,10.0,-50.7,6.81,19198.8,9.67
JFK,SFO,Airbus A330-300,4152.1,187,52.4,Moderate,-31.9,-56.2,4.77,12340.8,9.62
DXB,MAD,Boeing 787-8,5649.3,217,21.1,Mild,14.5,-57.0,6.26,18329.7,9.65
SFO,AMS,Airbus A380-800,8785.5,366,12.2,Mild,3.9,-58.2,9.73,25025.2,9.93
DFW,YYZ,Embraer E175,1928.8,48,35.7,Severe,-46.0,-46.7,2.36,6159.6,7.66
GRU,YYZ,Airbus A330-300,8193.5,243,46.3,Severe,43.7,-41.9,9.41,33240.8,9.59
AMS,DFW,Airbus A330-300,7900.1,231,78.9,Moderate,-22.9,-46.6,9.07,22005.5,9.77
LAX,LHR,Airbus A350-900,8760.2,246,65.2,Mild,7.5,-43.5,9.7,26047.2,9.76
MAD,CDG,Embraer ERJ-145,1061.7,32,29.3,Severe,40.3,-44.0,1.27,5220.2,4.3
LAX,MAD,Airbus A330-200,9384.8,152,69.1,Mild,14.4,-53.2,10.77,29532.1,9.43
CDG,SFO,Airbus A350-900,8962.3,261,36.7,Severe,35.8,-57.1,9.93,33989.8,9.67
SEA,DFW,Airbus A330-300,2667.8,241,52.7,Mild,0.0,-44.1,3.06,8731.8,9.71
GRU,DFW,Airbus A380-800,8244.0,355,20.9,Mild,-0.3,-56.6,9.13,22765.2,9.93
DFW,HND,Boeing 787-8,10377.6,202,49.0,Severe,-48.7,-47.6,11.49,27869.4,9.72
YYZ,JFK,Airbus A220-300,588.2,118,19.8,Mild,-10.8,-50.1,0.71,2929.2,8.6
DFW,ORD,Bombardier CRJ-900,1290.0,51,58.1,Mild,-8.2,-46.0,1.56,4590.0,7.54
YYZ,SFO,Boeing 757-200,3628.0,106,77.7,Moderate,16.2,-57.8,4.27,12641.3,8.96
YYZ,JFK,Boeing 767-300ER,588.2,150,9.4,Severe,-39.9,-41.7,0.69,3008.3,8.91
JFK,CDG,Boeing 767-300ER,5833.5,150,16.6,Mild,-6.1,-57.7,6.85,16173.6,9.52
JFK,YYZ,Boeing 777-200ER,588.2,235,58.7,Moderate,-31.1,-47.1,0.66,3568.9,9.23
CDG,DXB,Boeing 787-9,5238.8,188,12.7,Severe,-52.8,-53.7,5.8,14731.3,9.65
SEA,SFO,Embraer E190,1092.9,82,19.9,Severe,-41.3,-59.0,1.34,4112.2,8.46
SFO,CDG,Boeing 787-8,8962.3,167,48.7,Mild,-11.6,-52.2,9.93,24266.1,9.61
MAD,FRA,Boeing 737-900ER,1419.9,119,24.5,Severe,-53.0,-57.7,1.69,5052.3,9.08
CDG,LAX,Boeing 777-300ER,9102.7,322,19.8,Severe,-54.4,-40.5,10.06,24707.6,9.91
CDG,LAX,Airbus A380-800,9102.7,447,7.5,Moderate,-20.7,-56.3,10.08,24875.0,10.0
JFK,ORD,Boeing 737-800,1188.1,98,60.4,Severe,-38.2,-49.3,1.42,4542.2,8.72
DXB,CDG,Boeing 737 MAX 9,5238.8,157,50.5,Moderate,17.6,-49.8,6.24,17522.1,9.41
JFK,DFW,Boeing 787-9,2235.0,174,50.4,Moderate,-21.6,-59.2,2.48,7481.9,9.49
LAX,ATL,Boeing 737-900ER,3125.8,135,10.5,Mild,0.6,-48.9,3.73,9347.5,9.38
LAX,DFW,Airbus A320neo,1983.0,98,24.6,Severe,-52.2,-50.3,2.38,6409.2,8.96
ATL,YYZ,Airbus A220-300,1190.9,115,9.9,Mild,-1.5,-54.6,1.44,4407.4,8.99
FRA,ORD,Boeing 777-300ER,6970.8,282,52.6,Moderate,30.2,-51.3,7.7,25898.0,9.72
DFW,ORD,Boeing 777-200ER,1290.0,220,73.5,Moderate,21.9,-50.0,1.45,6262.7,9.38
MAD,FRA,Airbus A350-1000,1419.9,339,44.2,Mild,-10.2,-42.8,1.57,5741.4,9.77
FRA,AMS,Boeing 737-700,365.7,97,23.5,Severe,40.4,-59.2,0.44,2795.1,7.19
HND,SIN,Boeing 787-9,5298.5,205,40.6,Mild,-6.8,-40.3,5.87,15122.2,9.69
LAX,MAD,Boeing 787-9,9384.8,234,28.3,Severe,-53.7,-47.0,10.39,25296.9,9.79
SFO,MAD,Boeing 787-8,9329.9,186,46.2,Severe,54.4,-42.4,10.33,40421.3,9.33
YYZ,GRU,Boeing 777-200ER,8193.5,212,33.7,Moderate,30.8,-40.8,9.19,29901.8,9.57
CDG,HND,Airbus A330-300,9707.5,186,10.2,Moderate,23.1,-51.4,11.15,32610.1,9.53
LAX,ORD,Embraer E190,2801.9,81,12.7,Moderate,-29.2,-49.0,3.43,8371.1,8.81
HND,AMS,Boeing 777-300ER,9316.3,260,71.7,Severe,49.7,-45.1,10.29,39480.6,9.6
CDG,MAD,Boeing 777-300ER,1061.7,328,76.7,Severe,-51.7,-51.1,1.17,5106.9,9.67
CDG,LAX,Airbus A330-200,9102.7,209,77.0,Mild,13.3,-53.8,10.45,28572.7,9.65
SFO,BCN,Boeing 787-10,9585.9,237,54.6,Moderate,30.0,-57.3,10.62,34640.0,9.64
JFK,CDG,Boeing 777-300ER,5833.5,238,24.2,Mild,-14.5,-58.9,6.45,16421.5,9.77
CDG,ORD,Boeing 777-200ER,6664.7,210,70.3,Severe,-35.8,-46.9,7.47,18809.3,9.71
MAD,JFK,Boeing 787-9,5760.4,222,14.9,Mild,7.7,-44.7,6.38,17440.6,9.7
SIN,CDG,Airbus A330-200,10723.4,155,17.5,Moderate,25.0,-41.4,12.31,36458.2,9.38
SIN,HND,Boeing 787-9,5298.5,216,34.1,Moderate,19.7,-41.3,5.87,18220.0,9.62
GRU,CDG,Boeing 777-200ER,9404.9,185,52.4,Moderate,23.1,-43.0,10.54,31995.9,9.52
LAX,MAD,Boeing 787-9,9384.8,250,79.8,Mild,11.4,-42.0,10.39,28927.0,9.76
YYZ,SEA,Boeing 787-9,3307.0,197,54.3,Severe,-46.0,-43.4,3.66,10232.4,9.62
YYZ,JNB,Airbus A350-1000,13368.4,339,55.0,Mild,-5.0,-46.8,14.8,35706.2,9.93
SFO,DFW,Boeing 787-9,2352.0,242,28.4,Moderate,27.9,-53.2,2.6,9697.2,9.57
SFO,CDG,Airbus A350-900,8962.3,221,75.6,Moderate,23.2,-42.8,9.93,30846.1,9.63
HND,SYD,Boeing 787-10,7809.9,248,71.1,Moderate,15.8,-50.5,8.65,25427.2,9.72
JNB,JFK,Airbus A380-800,12830.6,445,44.2,Mild,-3.4,-57.3,14.21,34746.1,10.0
AMS,DFW,Airbus A350-900,7900.1,223,24.9,Mild,12.8,-46.2,8.75,24582.2,9.69
SFO,BCN,Boeing 787-10,9585.9,291,55.7,Severe,-40.7,-50.8,10.62,26129.3,9.87
LAX,HND,Boeing 787-8,8812.6,181,75.0,Moderate,34.9,-44.1,9.76,33330.6,9.42
DFW,JFK,Embraer E190,2235.0,72,7.4,Mild,12.4,-49.0,2.73,7762.6,8.37
DXB,MAD,Airbus A350-900,5649.3,230,5.9,Mild,14.6,-55.1,6.26,18254.8,9.69
MAD,HND,Boeing 787-9,10766.1,195,10.7,Mild,-5.5,-50.8,11.92,28546.9,9.71
DFW,CDG,Boeing 777-300ER,7944.0,229,69.5,Mild,-12.4,-50.8,8.78,22072.3,9.76
SFO,MAD,Airbus A330-200,9329.9,196,40.6,Mild,-3.3,-50.5,10.71,25191.4,9.7
LHR,JFK,Boeing 787-9,5540.0,209,63.3,Mild,2.3,-56.6,6.14,16288.7,9.69
ATL,SFO,Boeing 787-8,3434.9,188,39.9,Severe,37.3,-46.9,3.8,14268.0,9.38
LAX,HND,Airbus A330-300,8812.6,197,62.6,Severe,-47.5,-58.7,10.12,24093.2,9.7
MAD,BCN,Airbus A380-800,483.1,412,27.3,Moderate,32.3,-53.9,0.53,4030.2,9.45
CDG,ORD,Boeing 777-300ER,6664.7,298,71.8,Mild,7.2,-59.0,7.36,20451.5,9.83
AMS,SIN,Airbus A330-200,10512.2,194,77.4,Moderate,-15.0,-40.3,12.07,28428.6,9.69
GRU,AMS,Boeing 787-8,9775.3,201,45.9,Moderate,16.8,-45.7,10.83,31264.8,9.62
JFK,ATL,Boeing 787-10,1221.9,295,65.1,Moderate,-24.1,-45.0,1.35,5301.3,9.66
MAD,LHR,Airbus A330-900,1243.2,177,61.2,Mild,13.8,-45.0,1.41,5635.1,9.24
DXB,MAD,Airbus A330-900,5649.3,191,29.0,Severe,37.4,-44.8,6.4,22235.1,9.44
DXB,MAD,Boeing 777-200ER,5649.3,202,70.9,Moderate,-31.0,-53.5,6.33,16260.9,9.68
FRA,DXB,Airbus A220-300,4844.0,123,67.6,Severe,-37.7,-52.2,5.85,13689.6,9.34
ORD,JFK,Embraer E175,1188.1,47,16.8,Moderate,-27.6,-52.1,1.45,4278.9,7.27
SIN,HND,Airbus A320neo,5298.5,96,20.8,Mild,-12.5,-56.7,6.36,14682.6,9.12
SEA,SYD,Airbus A350-900,12464.1,230,33.4,Severe,37.7,-54.4,13.8,47140.9,9.6
SEA,JFK,Boeing 737 MAX 8,3886.6,115,72.5,Mild,12.4,-49.7,4.63,12800.3,9.13
CDG,ORD,Boeing 777-200ER,6664.7,208,13.7,Mild,-0.9,-47.5,7.47,18347.5,9.72
FRA,HND,Boeing 787-8,9361.1,179,16.0,Severe,-39.5,-48.0,10.37,25043.0,9.65
HND,SYD,Airbus A330-200,7809.9,168,63.2,Mild,7.4,-57.9,8.97,23241.5,9.55
DFW,HND,Airbus A380-800,10377.6,344,16.5,Severe,-40.3,-42.3,11.49,28012.1,9.93
BCN,DXB,Boeing 777-300ER,5175.4,255,58.1,Moderate,-25.7,-56.1,5.72,15099.1,9.79
YYZ,GRU,Airbus A350-900,8193.5,274,75.4,Moderate,-20.0,-53.1,9.07,22788.1,9.84
LHR,FRA,Bombardier CRJ-900,653.5,47,23.6,Moderate,34.6,-40.2,0.79,3626.6,5.67
CDG,JFK,Boeing 777-200ER,5833.5,196,31.6,Mild,8.9,-51.7,6.54,17958.1,9.62
ATL,DFW,Embraer E175,1174.7,54,51.2,Severe,35.4,-44.0,1.44,5556.6,6.85
AMS,CDG,Boeing 777-300ER,399.0,301,61.6,Mild,-13.8,-42.4,0.44,3271.2,9.18
LHR,CDG,Airbus A220-300,347.0,98,72.5,Severe,-51.4,-44.9,0.42,2413.5,7.49
SFO,SEA,Airbus A350-900,1092.9,214,57.1,Moderate,33.6,-58.9,1.21,5883.4,9.26
ATL,YYZ,Boeing 737 MAX 8,1190.9,144,35.0,Moderate,-29.6,-42.8,1.42,4549.8,9.21
JNB,FRA,Airbus A350-1000,8690.0,227,65.0,Severe,-46.6,-45.3,9.62,23894.8,9.76
LHR,FRA,Airbus A330-900,653.5,222,76.7,Mild,13.7,-48.4,0.74,4123.3,9.13
DFW,CDG,Boeing 787-9,7944.0,223,46.5,Severe,39.4,-58.2,8.8,31198.4,9.55
SFO,CDG,Boeing 777-300ER,8962.3,257,17.6,Moderate,-35.0,-46.6,9.9,24220.7,9.83
BCN,MAD,Boeing 777-200ER,483.1,223,24.7,Moderate,17.6,-43.5,0.54,3264.1,9.06
CDG,MAD,Boeing 787-9,1061.7,237,31.0,Severe,48.7,-58.4,1.18,6065.1,9.3
ATL,AMS,Boeing 787-9,7065.6,226,48.9,Moderate,16.5,-56.9,7.82,23136.3,9.67
LAX,CDG,Boeing 787-8,9102.7,208,29.0,Moderate,27.8,-46.1,10.08,32141.4,9.58
SEA,LAX,Airbus A321ceo,1537.1,127,22.9,Severe,35.0,-44.3,1.86,6969.7,8.85
JFK,SEA,Airbus A330-900,3886.6,241,29.9,Mild,5.0,-49.4,4.4,12173.8,9.73
CDG,SIN,Boeing 777-300ER,10723.4,231,71.6,Moderate,-21.2,-42.7,11.85,29042.8,9.78
AMS,FRA,Boeing 737 MAX 8,365.7,128,76.8,Severe,-44.8,-44.2,0.44,2593.4,8.09
JNB,SYD,Airbus A330-900,11032.4,227,16.0,Mild,-13.3,-50.5,12.49,29318.8,9.78
ORD,SFO,Airbus A220-300,2964.0,112,17.0,Severe,-37.9,-41.9,3.58,8851.5,9.2
SEA,YYZ,Airbus A220-300,3307.0,86,39.5,Mild,-8.3,-41.1,3.99,9714.8,8.91
CDG,DXB,Airbus A330-200,5238.8,155,10.6,Moderate,28.1,-49.3,6.01,19080.4,9.32
ORD,LHR,Boeing 777-200ER,6344.7,245,56.9,Moderate,15.9,-42.6,7.11,20988.2,9.71
MAD,BCN,Boeing 777-300ER,483.1,241,63.2,Mild,-2.9,-46.5,0.53,3387.7,9.11
ATL,ORD,Airbus A350-1000,975.5,296,34.8,Moderate,15.1,-42.7,1.08,4915.2,9.57
LAX,JFK,Boeing 777-200ER,3974.3,186,52.7,Moderate,-25.4,-42.9,4.46,11897.3,9.61
YYZ,DFW,Boeing 757-200,1928.8,159,29.2,Moderate,-19.3,-53.4,2.27,6465.9,9.42
MAD,FRA,Embraer ERJ-145,1419.9,45,66.7,Moderate,-33.0,-41.3,1.7,4890.8,7.28
HND,SYD,Airbus A330-300,7809.9,193,28.1,Severe,35.3,-44.0,8.97,29578.5,9.47
SFO,ORD,Airbus A330-300,2964.0,208,51.5,Moderate,33.3,-47.8,3.4,12360.1,9.46
JFK,SFO,Airbus A330-900,4152.1,184,63.4,Moderate,-31.9,-49.1,4.7,12424.8,9.6
LHR,FRA,Boeing 737 MAX 9,653.5,145,39.2,Severe,44.3,-54.6,0.78,4104.0,8.56
FRA,ATL,Airbus A350-900,7408.5,202,57.5,Severe,-47.6,-41.8,8.2,20550.7,9.7
YYZ,ORD,Embraer E175,701.2,67,42.0,Mild,2.9,-51.4,0.86,3195.8,7.6
HND,SEA,Airbus A350-1000,7711.9,277,67.1,Moderate,17.6,-59.4,8.54,25634.8,9.77
ATL,AMS,Boeing 787-10,7065.6,207,14.2,Mild,-11.3,-52.6,7.82,19348.8,9.72
YYZ,SFO,Airbus A350-1000,3628.0,274,61.8,Mild,-13.0,-58.3,4.02,11297.1,9.79
CDG,LHR,Airbus A350-1000,347.0,297,62.7,Moderate,20.5,-54.3,0.38,3357.2,8.97
YYZ,MAD,Airbus A350-1000,6057.7,222,45.4,Moderate,33.1,-59.8,6.71,23143.5,9.57
LAX,DFW,Embraer E190,1983.0,75,17.8,Mild,5.4,-40.9,2.42,6640.4,8.51
LHR,SFO,Airbus A330-900,8616.4,228,50.8,Mild,-6.8,-41.0,9.76,23562.5,9.77
DFW,JFK,Boeing 757-200,2235.0,117,32.1,Moderate,-31.4,-59.5,2.63,7171.6,9.17
DXB,AMS,Boeing 787-8,5168.5,217,34.2,Moderate,20.1,-43.6,5.72,17883.0,9.62
LAX,JFK,Airbus A330-200,3974.3,206,69.4,Moderate,-26.2,-43.4,4.56,12044.1,9.66
GRU,JNB,Airbus A350-900,7439.0,276,12.1,Moderate,28.6,-54.1,8.24,26771.4,9.73
SFO,YYZ,Boeing 737 MAX 9,3628.0,116,24.5,Mild,-5.9,-57.6,4.32,10566.9,9.26
SFO,ORD,Airbus A321neo,2964.0,147,79.8,Moderate,27.2,-45.3,3.56,11579.7,9.21
CDG,SIN,Airbus A350-900,10723.4,275,19.2,Moderate,-17.0,-44.5,11.88,28658.9,9.86
DFW,LAX,Airbus A220-300,1983.0,104,60.7,Severe,47.8,-42.7,2.39,9333.1,8.48
JFK,LHR,Airbus A321neo,5540.0,169,76.3,Mild,-1.4,-47.5,6.65,15628.8,9.59
SEA,LAX,Boeing 777-200ER,1537.1,212,52.9,Moderate,-17.7,-53.2,1.72,5852.8,9.54
SFO,YYZ,Boeing 737-800,3628.0,120,25.9,Mild,-8.3,-57.1,4.32,10569.9,9.29
LAX,SEA,Boeing 777-300ER,1537.1,262,44.9,Mild,-8.6,-54.4,1.7,5902.2,9.67
YYZ,ATL,Airbus A319ceo,1190.9,87,11.4,Mild,-11.5,-58.0,1.44,4362.6,8.61
JNB,CDG,Airbus A380-800,8736.6,410,51.2,Mild,-4.7,-49.3,9.68,24553.0,9.97
ORD,MAD,Boeing 787-8,6744.3,198,77.3,Moderate,16.1,-55.0,7.47,22248.8,9.59
AMS,FRA,Airbus A320ceo,365.7,120,33.4,Moderate,15.3,-54.2,0.44,2594.0,7.95
LHR,JFK,Boeing 777-300ER,5540.0,334,47.4,Mild,6.7,-49.9,6.12,17168.2,9.87
DFW,SEA,Boeing 737-900ER,2667.8,152,8.4,Moderate,-30.0,-59.9,3.18,8173.4,9.45
DFW,SFO,Boeing 787-10,2352.0,225,6.2,Moderate,18.3,-53.3,2.6,8824.9,9.59
HND,SYD,Airbus A330-200,7809.9,160,10.1,Moderate,26.2,-44.9,8.97,27224.8,9.39
LHR,FRA,Boeing 787-10,653.5,231,19.1,Moderate,-27.9,-53.2,0.72,3400.5,9.36
DXB,FRA,Airbus A319ceo,4844.0,89,79.0,Mild,-7.3,-48.7,5.85,13669.2,9.01
SEA,LAX,Airbus A320neo,1537.1,101,27.0,Moderate,25.7,-50.6,1.85,6492.8,8.62
BCN,JFK,Airbus A330-200,6150.4,186,6.4,Moderate,-25.2,-41.2,7.06,16960.5,9.66
MAD,CDG,Airbus A321ceo,1061.7,111,72.3,Severe,-35.3,-48.2,1.28,4314.1,8.82
AMS,LHR,Airbus A380-800,370.3,327,42.8,Mild,4.4,-43.7,0.41,3409.9,9.14
BCN,SEA,Airbus A330-900,8729.8,216,73.1,Moderate,25.4,-48.1,9.89,30653.4,9.6
JFK,MAD,Airbus A330-200,5760.4,147,7.6,Moderate,19.7,-43.9,6.61,19328.0,9.35
SEA,LAX,Airbus A350-1000,1537.1,278,66.4,Severe,-50.8,-45.3,1.7,6117.0,9.68
AMS,HND,Airbus A330-200,9316.3,187,45.3,Severe,40.4,-46.5,10.7,36464.6,9.42
AMS,MAD,Boeing 737-900ER,1458.4,117,32.7,Mild,-5.8,-43.0,1.74,5174.5,9.06
LAX,ATL,Airbus A321neo,3125.8,139,11.8,Moderate,24.8,-40.7,3.75,11636.5,9.2
GRU,SEA,Airbus A330-200,10909.9,220,22.6,Mild,-12.2,-56.3,12.53,29045.6,9.76
SEA,DFW,Boeing 737-800,2667.8,103,25.1,Mild,8.4,-52.9,3.18,8806.6,8.99
DFW,FRA,Airbus A330-900,8257.3,266,27.3,Moderate,-23.7,-54.1,9.35,22543.2,9.83
SFO,GRU,Airbus A350-1000,10427.2,312,67.3,Moderate,-16.8,-47.7,11.55,28411.1,9.89
FRA,HND,Boeing 777-200ER,9361.1,250,56.3,Mild,2.7,-58.7,10.49,26277.8,9.8
ORD,YYZ,Airbus A321neo,701.2,174,46.7,Mild,-12.2,-49.4,0.84,3434.3,9.14
GRU,ORD,Airbus A330-300,8428.0,187,63.0,Mild,1.5,-50.4,9.68,23487.7,9.66
ORD,SEA,Airbus A321ceo,2761.8,119,23.8,Severe,49.7,-41.7,3.34,12523.1,8.76
DFW,SEA,Airbus A350-1000,2667.8,265,42.1,Moderate,31.6,-53.4,2.95,11237.0,9.62
JFK,YYZ,Bombardier CRJ-900,588.2,62,73.9,Severe,45.4,-48.8,0.71,3675.9,6.34
FRA,DFW,Airbus A350-900,8257.3,254,69.5,Moderate,-22.1,-51.5,9.14,22863.7,9.81
SEA,YYZ,Boeing 787-10,3307.0,241,48.0,Mild,-9.6,-54.7,3.66,10281.5,9.73
ORD,LAX,Embraer E190,2801.9,80,41.7,Severe,45.5,-57.5,3.43,12237.8,8.12
SEA,AMS,Airbus A350-1000,7839.9,236,46.1,Severe,-47.7,-47.2,8.68,21623.1,9.78
DFW,ORD,Boeing 777-200ER,1290.0,221,70.8,Moderate,-33.6,-59.4,1.45,5396.0,9.5
DFW,SFO,Boeing 787-9,2352.0,185,55.1,Mild,0.2,-48.4,2.6,7840.4,9.54
GRU,YYZ,Airbus A350-900,8193.5,275,69.8,Severe,37.0,-58.2,9.07,31849.2,9.69
ORD,YYZ,Airbus A320ceo,701.2,129,45.0,Moderate,34.9,-53.5,0.85,4048.0,8.5
AMS,LHR,Embraer E190,370.3,83,24.7,Severe,-48.8,-55.3,0.45,2315.2,7.32
SFO,JFK,Boeing 777-200ER,4152.1,207,78.1,Severe,39.8,-53.0,4.65,17539.7,9.44
SIN,JNB,Airbus A330-200,8656.7,203,24.1,Moderate,-21.1,-50.9,9.94,23393.5,9.72
ATL,ORD,Airbus A220-300,975.5,98,49.7,Moderate,-25.3,-47.1,1.18,3931.5,8.64
ORD,CDG,Airbus A330-300,6664.7,200,69.9,Severe,-50.6,-57.2,7.65,18788.0,9.69
MAD,AMS,Airbus A330-300,1458.4,251,50.6,Moderate,-15.9,-50.8,1.67,5707.4,9.63
JFK,GRU,Boeing 787-10,7664.1,233,28.9,Mild,-13.7,-47.2,8.49,21008.7,9.78
JFK,LAX,Boeing 737 MAX 9,3974.3,171,28.2,Moderate,30.1,-41.9,4.74,15135.0,9.37
LHR,DXB,Airbus A330-200,5497.4,221,8.6,Severe,45.9,-45.1,6.31,22972.3,9.5
JFK,SEA,Airbus A220-300,3886.6,91,24.7,Severe,37.9,-55.5,4.69,15551.7,8.53
DFW,YYZ,Boeing 737 MAX 9,1928.8,132,17.2,Mild,11.4,-43.6,2.3,6978.2,9.17
ORD,SFO,Boeing 737-700,2964.0,93,75.7,Mild,-11.3,-54.9,3.53,8981.8,8.97
CDG,JFK,Airbus A380-800,5833.5,313,66.3,Moderate,-24.9,-44.4,6.46,17349.9,9.86
BCN,JNB,Boeing 787-9,7967.9,214,52.1,Moderate,26.1,-49.0,8.82,28144.5,9.59
FRA,BCN,Airbus A320ceo,1093.6,116,68.9,Mild,5.3,-54.0,1.32,4514.5,8.86
GRU,ORD,Airbus A350-900,8428.0,230,5.4,Moderate,34.8,-44.5,9.33,31517.2,9.6
MAD,HND,Boeing 777-300ER,10766.1,227,66.9,Mild,7.6,-40.6,11.9,31543.5,9.73
JNB,BCN,Airbus A330-200,7967.9,169,53.7,Severe,-43.1,-47.8,9.15,21839.8,9.61
GRU,ORD,Boeing 777-300ER,8428.0,265,13.1,Severe,-54.7,-41.9,9.31,22860.4,9.84
LAX,FRA,Airbus A350-900,9321.3,243,78.3,Mild,-4.1,-50.8,10.32,25574.7,9.8
LHR,LAX,Boeing 787-9,8760.2,187,12.0,Mild,6.2,-56.1,9.7,25160.0,9.64
DFW,SEA,Boeing 787-10,2667.8,202,52.4,Mild,-4.6,-53.5,2.95,8648.5,9.61
MAD,GRU,Boeing 787-10,8379.6,256,68.5,Mild,5.3,-59.6,9.28,24491.9,9.79
MAD,FRA,Airbus A350-1000,1419.9,313,13.2,Moderate,27.6,-55.6,1.57,6602.5,9.66
HND,SIN,Airbus A330-200,5298.5,174,44.7,Severe,44.8,-41.7,6.08,22230.8,9.3
BCN,ORD,Airbus A330-300,7094.5,251,34.3,Mild,7.1,-54.0,8.15,21183.3,9.77
FRA,ATL,Airbus A350-1000,7408.5,264,45.7,Moderate,23.6,-51.0,8.2,25843.6,9.72
ATL,SFO,Boeing 737 MAX 9,3434.9,162,60.2,Severe,38.3,-52.5,4.09,14246.3,9.24
SEA,YYZ,Airbus A380-800,3307.0,379,66.7,Moderate,-16.1,-41.1,3.66,11158.5,9.89
SFO,YYZ,Embraer E190,3628.0,91,34.1,Severe,-50.3,-42.6,4.44,10489.0,9.0
AMS,BCN,Airbus A330-300,1241.3,247,39.9,Severe,-36.3,-57.0,1.43,5070.7,9.59
FRA,JNB,Airbus A350-900,8690.0,226,37.5,Moderate,-32.4,-49.8,9.62,23635.5,9.77
ORD,SFO,Boeing 737-700,2964.0,82,35.9,Mild,-8.6,-57.1,3.53,8854.7,8.82
DXB,JNB,Boeing 787-8,6412.9,177,48.9,Mild,-7.5,-44.9,7.1,17911.6,9.62
GRU,DFW,Boeing 787-8,8244.0,174,27.0,Mild,-8.8,-48.0,9.13,22322.3,9.63
LHR,AMS,Airbus A220-300,370.3,111,29.4,Moderate,-31.3,-57.8,0.45,2394.3,7.98
JFK,LHR,Boeing 767-300ER,5540.0,132,42.6,Moderate,-28.3,-40.3,6.51,15594.3,9.41
AMS,BCN,Airbus A220-300,1241.3,109,68.0,Moderate,-29.2,-45.7,1.5,4658.6,8.9
HND,SYD,Boeing 767-300ER,7809.9,154,65.8,Severe,-36.4,-48.2,9.18,21475.8,9.54
SFO,CDG,Boeing 777-200ER,8962.3,193,46.3,Mild,3.0,-41.2,10.05,25134.9,9.67
LHR,AMS,Boeing 737-900ER,370.3,130,28.1,Moderate,-19.7,-43.6,0.44,2461.0,8.26
DXB,ATL,Airbus A350-1000,12209.1,311,13.5,Severe,-46.4,-52.4,13.52,32399.1,9.9
MAD,CDG,Airbus A319ceo,1061.7,105,56.5,Mild,-6.5,-43.1,1.28,4185.6,8.78
GRU,BCN,Airbus A330-200,8765.2,193,21.2,Severe,-38.1,-40.7,10.06,23624.3,9.69
LHR,MAD,Airbus A319ceo,1243.2,78,79.3,Mild,-5.6,-59.3,1.5,4648.2,8.38
LHR,BCN,Boeing 777-200ER,1147.6,269,68.7,Severe,-49.9,-49.4,1.29,5109.9,9.59
ORD,DFW,Airbus A330-900,1290.0,250,34.0,Moderate,-16.2,-53.2,1.46,5150.1,9.61
YYZ,SEA,Boeing 737-900ER,3307.0,133,12.2,Mild,3.1,-56.4,3.94,10054.5,9.35
LAX,SFO,Boeing 757-200,543.7,142,33.0,Moderate,-15.7,-55.9,0.64,2993.0,8.73
ATL,LHR,Airbus A380-800,6760.9,405,35.6,Moderate,-20.8,-43.4,7.49,19369.8,9.96
MAD,BCN,Airbus A330-300,483.1,177,65.6,Mild,5.5,-43.7,0.55,3337.0,8.72
ATL,GRU,Airbus A350-900,7510.6,239,10.3,Mild,9.5,-55.6,8.32,22635.2,9.74
SEA,GRU,Airbus A330-200,10909.9,163,49.1,Mild,4.3,-45.6,12.53,30550.3,9.57
SFO,ORD,Airbus A330-900,2964.0,181,41.6,Moderate,-18.0,-58.0,3.36,9272.5,9.56
SEA,SYD,Airbus A350-1000,12464.1,326,71.7,Moderate,25.4,-55.6,13.8,43049.2,9.82
JFK,GRU,Boeing 767-300ER,7664.1,158,29.9,Severe,-53.4,-55.3,9.01,20859.6,9.57
SEA,LHR,Airbus A350-900,7702.3,212,55.7,Severe,-44.4,-46.2,8.53,21288.3,9.73
LHR,DXB,Airbus A321neo,5497.4,137,64.2,Moderate,23.5,-55.0,6.6,19305.0,9.24
ATL,BCN,Airbus A350-900,7360.2,214,29.1,Moderate,19.9,-50.2,8.15,24617.2,9.63
ORD,BCN,Boeing 787-8,7094.5,162,28.8,Mild,-1.9,-55.3,7.86,19440.4,9.58
BCN,MAD,Boeing 787-10,483.1,286,61.4,Severe,39.3,-45.2,0.53,3978.2,9.12
